"conference","session","name","speakers","speaker","content","comment","timestamp"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","4","Did he suggest that there is a UX sprint before Dev sprint?","2018-05-08T13:20:25.609Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","4","","2018-05-08T13:20:39.510Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","5","5","interesting crossover between architecture and UX!","2018-05-08T13:20:42.358Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","4","","2018-05-08T13:21:16.947Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","5","5","Specially nice examples. ","2018-05-08T13:21:25.376Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","3","3","","2018-05-08T13:23:50.177Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","4","","2018-05-08T13:29:19.330Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","3","1","","2018-05-08T13:40:36.138Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","3","2","","2018-05-08T13:48:54.428Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","3","3","","2018-05-08T13:52:42.714Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","3","","2018-05-08T14:25:53.524Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","3","4","","2018-05-08T14:40:27.985Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","3","Interesting comparison to architecture, but too high level. Not enough about UX, and what we can learn from architecture. ","2018-05-08T14:42:31.396Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","5","","2018-05-08T14:45:22.397Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","1","1","Not so much new","2018-05-08T15:16:40.911Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","3","","2018-05-08T15:46:03.402Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","4","","2018-05-08T15:58:18.072Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","4","3","The content was good but one out of the box insight on it could take it further.","2018-05-08T16:25:01.012Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","3","4","","2018-05-08T16:28:03.507Z"
"uxdxstockholm18","how_to_fail_early___fast_45ac09d","How to fail early & fast","Parag  Deshpande, Team Leader & Senior UI/UX Designers, Semcon","3","3","","2018-05-08T16:52:06.822Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","4","4","","2018-05-08T16:23:58.783Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","4","3","","2018-05-08T16:24:24.044Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","4","4","","2018-05-08T16:24:50.676Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","2","3","","2018-05-08T16:27:15.183Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","3","3","","2018-05-08T16:53:00.376Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","3","5","","2018-05-08T16:55:04.929Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","4","5","Short and to the point ;)","2018-05-08T16:56:11.553Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","2","2","","2018-05-08T17:10:23.931Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","3","3","To simple","2018-05-08T17:22:04.251Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","3","2","","2018-05-08T17:47:53.726Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","4","4","","2018-05-09T05:38:20.785Z"
"uxdxstockholm18","how_to_figure_out_what_to_build_first_8e907b4","How to figure out what to build first","Jan Tryggvason, Product Owner, Nordnet","5","5","","2018-05-09T10:44:34.418Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","4","4","","2018-05-10T16:52:19.039Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","4","5","","2018-05-10T16:57:04.991Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","5","5","Insightful examples, great advice points, really liked it ","2018-05-10T16:58:54.256Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","4","5","","2018-05-10T17:04:27.531Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","5","5","Really easy to follow, valuable content, lots of usedul examples","2018-05-10T17:05:48.711Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","5","5","Very honest perspective of product management ","2018-05-10T17:10:13.629Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","5","5","","2018-05-10T17:12:34.371Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","4","3","Bit vague but nice bloke and some entertaining anecdotes ","2018-05-10T17:35:40.979Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","5","5","Brilliant talk, learned a lot, answered questions incredibly well.","2018-05-10T17:38:36.381Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","4","5","","2018-05-10T18:09:52.945Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","5","4","Really engaging, hands on presentation, felt really pure and honest. Could’ve done with a bit more structure, felt a bit like a pub discussion with a guy who’s done some cool work throughout his life.","2018-05-10T20:51:47.335Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","4","4","good presentation","2018-05-11T07:38:59.352Z"
"uxdxlondon18","how_to_run_a_better_engineering_team_dce24e3","How to run a better engineering team","Will Demaine, Engineer, Fat Lama","5","5","","2018-05-11T09:00:30.291Z"
"uxdxhelsinki18","integrating_ux___agile_d78e7ab","Integrating UX & Agile","Tuomas  Saarela, UX Designer , Yousician,Noe Falzon, Scrum Master, Yousician","5","5","","2018-05-07T13:31:45.536Z"
"uxdxhelsinki18","integrating_ux___agile_d78e7ab","Integrating UX & Agile","Tuomas  Saarela, UX Designer , Yousician,Noe Falzon, Scrum Master, Yousician","4","4","great content. a bit hard to follow - maybe too much text on the slides","2018-05-07T13:33:03.559Z"
"uxdxhelsinki18","integrating_ux___agile_d78e7ab","Integrating UX & Agile","Tuomas  Saarela, UX Designer , Yousician,Noe Falzon, Scrum Master, Yousician","4","3","","2018-05-07T14:21:27.582Z"
"uxdxhelsinki18","integrating_ux___agile_d78e7ab","Integrating UX & Agile","Tuomas  Saarela, UX Designer , Yousician,Noe Falzon, Scrum Master, Yousician","3","3","","2018-05-07T14:32:45.618Z"
"uxdxhelsinki18","integrating_ux___agile_d78e7ab","Integrating UX & Agile","Tuomas  Saarela, UX Designer , Yousician,Noe Falzon, Scrum Master, Yousician","5","3","Not too scalable?","2018-05-07T14:33:25.761Z"
"uxdxhelsinki18","integrating_ux___agile_d78e7ab","Integrating UX & Agile","Tuomas  Saarela, UX Designer , Yousician,Noe Falzon, Scrum Master, Yousician","5","5","","2018-05-07T14:33:29.524Z"
"uxdxhelsinki18","integrating_ux___agile_d78e7ab","Integrating UX & Agile","Tuomas  Saarela, UX Designer , Yousician,Noe Falzon, Scrum Master, Yousician","4","4","👍🏻","2018-05-07T16:35:04.328Z"
"uxdxhelsinki18","integrating_ux___agile_d78e7ab","Integrating UX & Agile","Tuomas  Saarela, UX Designer , Yousician,Noe Falzon, Scrum Master, Yousician","3","4","","2018-05-08T08:54:48.381Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","4","4","Integrating","2018-05-06T18:46:56.519Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","5","5","Awesome","2018-05-06T18:50:56.466Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","5","5","","2018-05-07T12:56:35.803Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","5","4","The session could have been SO much longer, now we kind of rushed through.","2018-05-07T12:56:58.315Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","5","5","","2018-05-07T12:57:10.146Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","5","4","Will be great to share more real life practical and examples.","2018-05-07T12:58:09.240Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","5","4","More in-depth content would be nice, in particular on the DevOps UX intergration","2018-05-07T12:58:18.540Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","4","3","","2018-05-07T12:58:39.498Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","5","4","","2018-05-07T14:21:13.514Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","5","5","","2018-05-07T14:33:02.640Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop","Integrating UX into the development loop: Breaking down team barriers","Rory Madden, Founder, UXDX","4","4","","2018-05-08T08:54:41.605Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","","2018-05-08T12:56:43.378Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","","2018-05-08T12:56:43.900Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-08T12:56:47.088Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T12:56:52.371Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","3","3","","2018-05-08T12:56:53.756Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T12:56:54.868Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","","2018-05-08T12:56:58.468Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","2","","2018-05-08T12:57:07.219Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","3","Nkce theory and model but more concrete examples please.","2018-05-08T12:57:06.526Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","3","","2018-05-08T12:57:09.457Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T12:57:09.886Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","3","Great speach, would’ve loved to get more examples (but understand it was quite short time to dig deep)","2018-05-08T12:57:33.373Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","Happy and friendly approach. A good first speaker!","2018-05-08T12:57:34.045Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T12:57:33.995Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","Great content, experiencing similar at work. Will take this with me.","2018-05-08T12:57:34.505Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T12:57:36.248Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","5","","2018-05-08T12:57:39.169Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","3","Nothing new;-)","2018-05-08T12:57:41.563Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T12:57:48.179Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-08T12:57:50.043Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","3","3","","2018-05-08T12:57:53.003Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","2","","2018-05-08T12:57:53.590Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T12:57:57.009Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T12:57:57.592Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","3","Lots of interesting things, maybe a bit too condensed (a bit rushed)","2018-05-08T12:58:05.308Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","","2018-05-08T12:58:16.723Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","Great speaker. Topic interesting, you can show even more of the UXDX process I think.  Good with examples","2018-05-08T12:58:34.223Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","3","It was a lot of focus on the dev ops part. Would be nice to hear more about he ux part as well as the research since it’s also a part of the method. ","2018-05-08T12:58:51.768Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","2","Content not bad, but not new to me.. maybe more examples on actions! How to make things happen.","2018-05-08T12:59:07.782Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","Good content, in my team we have allready tacken som of these problems and try to have a constant feedbackloop. Good to hear that we are on a right path","2018-05-08T12:59:47.900Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","3","3","Low focus on agencies wit clients
Only focus on inhouse product development without schedule, scope and budget constraints","2018-05-08T12:59:53.115Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","5","","2018-05-08T13:20:25.400Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","3","Did not actually go in to how adding UX in the devops process works on a day to day. More real life exemple please!","2018-05-08T14:16:40.390Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-08T15:45:46.144Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-08T15:49:06.698Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","Clear content but would like more info on UXDX","2018-05-08T16:24:01.245Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","","2018-05-08T16:28:19.734Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-09T13:07:27.069Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","Great energy and passion about topic","2018-05-09T13:07:37.925Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","Clear and straight to the point. Very valuable talk.","2018-05-09T13:07:55.468Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","2","4","Really good points. But include more jokes and more audience interaction to break things up because it's a lot of information and stories and points.","2018-05-09T13:08:08.930Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","Really enjoyed the presentation, but would have loved for it to be a bit longer so he could really dive into more details regarding the working process ","2018-05-09T13:08:39.202Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","","2018-05-09T13:08:59.014Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","Very good as an introduction because it was light enough.","2018-05-09T13:09:06.784Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","Many good points but not sure about what’s the final takeaway and the how the model works..","2018-05-09T13:09:08.797Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","3","More real life examples","2018-05-09T13:14:43.377Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","3","4","Interesting content,  presented in a way that didn't really blew me away.","2018-05-09T13:24:34.040Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","Very nicely structured presentation, calm and clear voice, concise answers to questions. ","2018-05-09T13:30:37.994Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","","2018-05-09T13:30:56.844Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-09T13:31:03.557Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-09T14:21:52.086Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","3","You are an excellent speaker, very clear structure in your talk, and you made sure to remind the audience about your main take-aways. Content wise it was ok as an introductory talk, but I would have liked to learn something new.","2018-05-09T18:21:29.401Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-10T08:00:57.192Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-10T14:04:18.133Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","","2018-05-10T14:04:43.156Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-10T14:05:33.784Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-10T14:34:06.764Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","3","I had some trouble reading your slides - could be nice to use a bigger font","2018-05-10T14:33:44.972Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-10T14:35:08.561Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","3","","2018-05-10T14:35:16.592Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-10T14:35:40.857Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-10T14:35:44.034Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","2","Unclear what the takeaway from this talk was.","2018-05-10T14:36:36.248Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","Run a bit faster through some important points","2018-05-10T14:36:39.801Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-10T14:36:32.699Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","Was great to hear the background of the person who started the conference. Knowing that they're experienced and had a real world answer to questions added authority to the whole conference","2018-05-10T14:37:53.015Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","4","would love to hear more about agile vs capex ","2018-05-10T14:39:50.791Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","Very clear presentation","2018-05-10T14:51:25.484Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","Would have been good to deepen an how to integrate exactly UX into the loop. ","2018-05-10T14:54:47.489Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-10T15:03:05.455Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","Really enjoyable talk but didn’t reveal UxDX method, just that it might be nice. Great anecdotes ","2018-05-10T15:07:21.379Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","3","Was interesting in the context of Ryanair and aer lingus","2018-05-10T15:15:15.442Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","4","4","","2018-05-10T17:31:35.971Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","","2018-05-10T17:42:18.813Z"
"uxdxhelsinki18","integrating_ux_into_the_development_loop_2020666","Managing Change: Implementing the UXDX Model","Rory Madden, Founder, UXDX","5","5","Very well told and content was perfect for setting the scene of the subject","2018-05-11T07:27:23.496Z"
"uxdxstockholm18","is_user_experience_research_a_science__12332dd","Is user experience research a science?","Piotr Sliwa, UX Designer, Netguru","3","2","Not so interested in doing research in a pure scientific way. Scientific methods are important though.","2018-05-08T15:17:25.182Z"
"uxdxstockholm18","is_user_experience_research_a_science__12332dd","Is user experience research a science?","Piotr Sliwa, UX Designer, Netguru","3","3","","2018-05-08T15:18:29.340Z"
